cycle,min_voltage,avg_temperature,voltage_slope
58,1.0027783330347446,25.91154512303464,-0.00888763020329451
59,0.4163313988994699,26.086896364085547,-0.02475381467107564
60,1.4632365932108025,26.066534087885007,-0.008836584327010639
61,1.3544441085234953,26.262549151154694,0.007342486195251432
62,-0.062612563810438,26.060723035835164,-0.01381927568242408
63,1.4057441040049226,26.30645247460308,-0.015490206493082076
64,0.7281413406205941,26.268544583667996,0.002433313146847631
65,0.8272066052686609,26.253331508221777,-0.027531255315607996
66,0.6666519528926425,26.35074483265547,-0.07945322818222474
67,0.9045621026892905,26.37981785272871,-0.01640738540017745
68,0.5924089206412289,26.34771102605105,-0.04906432920160206
69,1.149544147375639,26.198442219703196,-0.0014467706803196645
70,1.2114813767279293,26.568222414789666,-0.038638283970781916
71,0.8342227555050501,26.277745027723753,-0.05285338208932016
72,-0.13101635598571315,26.248144202051666,0.020310177537994436
73,-0.3742489412420311,26.604142060344916,-0.036703293194022504
74,1.2422234348523393,26.543346055437183,0.0012475577841555819
75,-0.2938149399339167,26.622235578757,-0.062473442195831404
76,0.5370864842424847,26.36435272434664,-0.03422789932254295
77,0.9716242845689678,26.250686308395395,-0.008124534526027238
78,1.1295113586335632,26.584015129553904,-0.03455106005451339
79,-0.0100301093171824,26.51515786421807,-0.029730532253767587
80,0.8314300340489007,26.979417770551454,0.043215495094420894
81,0.0214853337659604,26.986387595838302,-0.010228568345761514
82,-0.6515138253291206,26.709049650036533,0.07245102536430177
83,-0.4566555484593695,26.74143089713405,0.05338856453904979
84,0.9400537301788756,26.779515781103914,-0.035149663788939536
85,0.6001248917918327,26.638759179547993,-0.0598748041843483
86,0.3142086689052528,26.872984610426567,-0.09107939318878666
87,0.6770866467942813,26.87791183055543,-0.013992616373919829
88,0.3153064009262647,26.786586909146095,-0.026316549183248012
89,0.3635546229949669,26.596287040646107,-0.024432102702897564
90,1.4148200292965796,26.98458065956452,-0.030968316653808375
91,0.6591529934272651,26.852730255045326,-0.032763457351883934
92,-0.17745675870612931,26.979750983803072,-0.06252727653129042
93,0.7544326396671228,26.52971485841007,-0.05028387657964608
94,0.4451347223163582,27.01023119156141,-0.03868482196233868
95,0.3931665122007342,26.95433307031817,-0.03258689950577986
96,0.3108395163076798,26.959327638829162,-0.0028495112314195215
97,0.3780884305121086,27.058979794353395,0.0484215811959098
98,-1.3924002516183425,26.962085052762518,-0.016983859808415564
99,1.0678648839035128,26.95656181970261,-0.006018841107357371
100,0.25165503285537416,26.989157005281267,-0.028377782686422267
